item,word,word2,sentence,context_length,sent_id,item_id,list,rating_mean,rating_sd,cloze_p_smoothed,cloze_s,competition,entropy,ELAN,LAN,N400,EPNP,P600,PNP,RTfirstfix,RTfirstpass,RTrightbound,RTgopast,self_paced_reading_time,rnn,rnn_pos,psg,psg_pos,bigram,trigram,tetragram,bigram_pos,trigram_pos,tetragram_pos,is_start_end,is_multitoken_GPT2,s_GPT2,is_multitoken_GPT2_medium,s_GPT2_medium,is_multitoken_GPT2_large,s_GPT2_large,is_multitoken_GPT2_xl,s_GPT2_xl,is_multitoken_GPTNeo_125M,s_GPTNeo_125M,is_multitoken_GPTNeo,s_GPTNeo,is_multitoken_GPTNeo_2.7B,s_GPTNeo_2.7B,Subtlex_log10,length
Gordon,felt,FELT,Gordon felt his anger build up.,1,16,64,1,3.3278688524590163,1.2072187246643948,0.008130081300813,4.812184355372417,-0.089430894308943,3.6207422436854335,0.0327410539034915,0.9633886132233794,1.0087454069405797,-0.866676665093796,-1.4883009754121304,0.2618544828893693,135.8139534883721,155.6279069767442,171.6279069767442,197.2093023255814,296.6666666666667,6.405075550079346,2.0898766046498487,6.761999999999999,1.609,8.748004311153908,9.483265783048768,9.597589132915925,2.340531695326588,2.2458125549411845,2.2438576601972327,0,0,9.288432275337431,0,9.437772029074122,0,8.521394363273194,0,8.817884481593522,0,9.42463905384476,0,9.960063378570418,0,10.420559433400634,8.717845704894915,4
Let us leave,these,THESE,Let us leave these poor people in peace.,3,69,376,1,3.442622950819672,1.2044997601208345,0.0186915887850467,3.979681653901961,-0.1495327102803738,2.980738371171757,-1.6232141706389875,-1.0920846969953235,-1.6062238407986504,-0.6306860921469104,-0.1867303961799258,0.7666978397679541,150.1904761904762,177.04761904761904,193.6190476190476,245.1428571428572,241.9154929577465,6.102781772613525,1.9895968064084324,7.397000000000002,1.7669999999999997,8.204271867294295,8.081797366197941,8.098399004718429,1.7472752512868577,1.852731345960892,1.7552352879533382,0,0,4.314193775884781,0,3.664639148247251,0,4.187717604027351,0,4.254282733738177,0,4.246706713771738,0,4.9092837551938535,0,5.382762238403249,10.738654993116501,5
They,turned,TURNED,They turned round just as Frankie walked toward them.,1,108,672,1,3.442622950819672,1.2848422751961222,0.0081967213114754,4.804021044733257,-0.0901639344262295,3.538502895846674,0.5634505601329161,-0.5647284103590984,-1.7678772494906472,-0.7335863479620919,-2.1676880099943707,-1.3236362676120683,155.4418604651163,201.95348837209303,216.0,240.27906976744185,265.8939393939394,6.447011470794678,0.7050795872296547,6.545,1.005,6.618228229389066,6.226466401667059,6.190638177620071,1.201099764643577,0.7132073118741618,0.7131888911934178,0,0,7.689767854348479,0,8.654946840849595,0,7.61791500477129,0,7.117032727659939,0,7.098474458195433,0,6.353988808709486,0,7.274366782668041,8.591929537530254,6
He,is,IS,He is after glory and heads for his hall.,1,88,512,1,4.065573770491803,1.0625261166831994,0.073170731707317,2.614959778036198,-0.032520325203252,3.548976676561601,-1.5298546440160794,-1.9095044027366257,-1.1183010521142378,-0.8608234285466433,-0.388195963009544,0.2998250228829503,108.97560975609755,142.9268292682927,142.9268292682927,156.8780487804878,270.2054794520548,3.967153549194336,1.7266457695717072,3.13,1.497,3.58473355032592,3.702441700279776,3.7012443560314185,2.131958932433001,1.652807092676591,1.652763343559824,0,0,3.409262985214164,0,3.232370364219637,0,3.155696979810262,0,3.1384649910232367,0,3.351038414449405,0,4.055225992575328,0,3.161488137003336,13.038248891280736,2
He had another shock when they told him he,was,WAS,He had another shock when they told him he was moving cells.,9,156,1140,1,4.491803278688525,0.766440926614094,0.4117647058823529,0.8873031950009028,0.3333333333333333,2.374064196716621,0.0306942545652064,-0.9912454471352996,0.1665134316398984,-0.5218348888940497,-0.1839706042692774,0.0058207023391059,114.47619047619048,123.14285714285714,123.14285714285714,127.33333333333331,255.8571428571429,1.856150507926941,0.3479924687255635,2.840999999999994,1.6329999999999991,2.06722635771366,1.7374409103546802,1.1026504364075236,1.201099764643577,0.8337269182265631,0.4780396911564938,0,0,1.2266431254774062,0,1.421876415667853,0,1.2232560166947586,0,1.2952376939541357,0,1.0344513355048153,0,1.0325560110177876,0,1.1362030923852002,12.572072477248572,3
John gave Bernard,a,A,John gave Bernard a hard slap on the head.,3,97,586,1,4.590163934426229,0.6677586684905426,0.4848484848484848,0.723918839226699,0.4141414141414141,2.1140809097981075,-0.8098708528097083,-0.3630694900965617,1.1150902925680082,0.3603138356308845,1.5325705464929342,1.468409607486972,14.476190476190476,14.476190476190476,14.476190476190476,14.476190476190476,282.67692307692306,3.879066467285156,3.281425292679205,4.555999999999997,4.104000000000001,6.170421480503584,5.99404346238024,5.99404346238024,3.554270349545609,4.781824514322595,4.143133461227906,0,0,1.7521023985736757,0,1.8139212358730004,0,1.329361205355767,0,1.4271969095948889,0,1.8096238598328636,0,1.1467909948328037,0,1.0511282507112598,13.855864282863422,1
He needed putting in,his,HIS,He needed putting in his place.,4,18,77,1,3.901639344262295,1.193104047331817,0.2736842105263158,1.2957803535790586,0.0526315789473684,2.222649646972333,0.7274952028658626,-0.6443628196280822,-1.1072407172992826,-0.5940237522339386,-2.4088358744978904,-0.2785578814465082,170.47619047619048,177.14285714285714,203.52380952380952,369.7142857142857,296.0144927536232,3.8550641536712646,2.654638893347676,3.899000000000001,2.6419999999999995,4.0520892466509215,4.407930746922221,4.634643275178415,2.837222325736333,2.642907169738565,2.3714784389764274,0,0,3.493746364177793,0,2.2799081385541182,0,2.757947146602975,0,2.5943747604421405,0,3.22858238846805,0,2.4687184579228734,0,1.3923683041067492,11.593251209508129,3
He's broken his,wrists,WRISTS,He's broken his wrists very badly.,3,21,91,1,3.39344262295082,1.2816485285832744,0.0094339622641509,4.663439094112067,-0.2358490566037736,2.80165278926033,-0.1852571274285614,-2.5526568449985905,-0.6064532792026346,-2.544828884141203,-0.0304362673143094,-1.0204174938973176,178.0952380952381,200.7619047619048,224.3809523809524,349.7142857142857,289.44594594594594,10.772130966186523,1.6764731724556012,8.909000000000002,1.9350000000000005,8.507522324041611,8.482976766950294,8.50710785872487,1.5817562244620738,1.7869096484925642,1.9549983602811296,0,0,6.815740106674666,0,5.806630250872168,0,6.739146107618655,0,6.916754695365915,0,8.088682024680741,0,7.556224692628893,0,7.699345579904359,5.402677381872279,6
They stared at the black wall and,now,NOW,They stared at the black wall and now this offered no comfort.,7,175,1347,1,2.4754098360655736,1.34915476474531,0.0077519379844961,4.859812404361672,-0.0775193798449612,3.741819647017512,-0.3956567439384797,-3.0909429302997773,-1.4810397580266,-1.1671083219125644,0.1303941838443279,0.3629483526800536,146.76190476190476,156.57142857142858,174.0952380952381,214.1904761904762,268.2361111111111,6.47561502456665,1.9638803268186424,6.484999999999999,2.569000000000001,5.884854877270462,5.965583510630833,6.0184508643659775,2.387205095161577,2.648525477365471,2.481818316632702,0,0,8.113284749512157,0,7.8264938240882,0,7.758138117332168,0,7.790217101138088,0,7.784178657473421,0,7.3485826350932175,0,7.672366963977572,12.003546340600291,3
Let us leave these poor people in,peace.,PEACE,Let us leave these poor people in peace.,7,69,380,1,4.524590163934426,0.7212617966002168,0.5957446808510638,0.5179430915348546,0.5,1.6371961158997073,-1.0169582781817876,2.007465886407001,2.8327203651978854,1.2724432213082228,1.3438267807165782,2.845952019329328,216.0,269.7142857142857,319.3333333333333,684.8571428571429,262.92957746478874,9.338032722473145,2.862753853987342,16.314999999999998,2.721000000000002,8.018729560500834,8.419839883700398,8.597138935860938,1.682231827579962,1.4444323521010018,1.3582811308466296,1,1,12.202537078049405,1,8.263788975239947,1,9.41829753198139,1,8.54333402099936,1,10.79595975468558,1,8.584371676645233,1,7.3249698775860494,8.174702882469461,6
He rose from his seat and stopped mid way when Joe,glared,GLARED,He rose from his seat and stopped mid way when Joe glared at him.,11,194,1576,1,3.2131147540983607,1.1706800601695957,0.0085470085470085,4.762173934797756,-0.1025641025641025,3.4349147901025794,-0.9809796543216022,-1.180328434480393,-0.7313211469186677,0.2747640163559087,0.4480106540852123,1.199111442888442,191.8095238095238,294.95238095238096,319.9047619047619,358.1904761904762,289.84,8.757433891296387,1.4201036915292673,9.701999999999998,1.3909999999999982,11.696717807093012,12.027668362509049,12.027668362509049,2.340531695326588,1.8829067236045791,1.911942321627234,0,0,8.40947352099931,0,5.77062907561485,0,6.470553794265797,0,7.018725857122442,0,10.197010570159607,0,7.19203372493027,0,7.868230562012204,2.0794415416798357,6
You know better than to talk to your,mother,MOTHER,You know better than to talk to your mother like that.,8,147,1043,1,4.39344262295082,0.7805700593068752,0.43,0.843970070294529,0.36,2.304097693483178,-0.1140845840897498,0.8319083909691565,1.8078615445466268,-0.7652589690707953,0.0942016761927377,0.4395541662846868,147.42857142857142,147.42857142857142,159.61904761904762,260.0,250.24615384615385,4.8555216789245605,0.5605538841334137,4.779999999999994,0.5429999999999993,5.119314411402732,4.5399609761545,3.8784052530863806,0.5350724213248633,0.5690585772974555,0.5366519946986572,0,0,3.9192568205150256,0,3.306877202000721,0,3.397440473972955,0,2.9371845816378803,0,4.015834732920575,0,2.9642188447509112,0,2.2816290403048107,10.105448324582431,6
It is not the most fragrant of places but we,make,MAKE,It is not the most fragrant of places but we make do.,10,164,1229,1,3.344262295081968,1.3770166532718395,0.043859649122807,3.126760535960395,-0.0350877192982456,3.345152840374504,-0.9742394556714096,0.0541457500435771,-0.1481769688427448,-0.4607251639630568,-0.8144994169473648,0.4604099010698467,207.21951219512195,308.5853658536585,351.7073170731707,530.6341463414634,255.1267605633803,6.00715446472168,1.1682920421775185,7.174,1.828000000000003,5.90910109829969,6.360937371097911,6.686960394414939,2.0695036143706305,2.0548522654239094,1.6223623125770237,0,0,5.435957665169295,0,5.547339375258196,0,5.179993525265615,0,5.426793033119775,0,5.802835047358999,0,5.42113852285349,0,5.190068741772527,11.1672611099801,4
The police,officer,OFFICER,The police officer got out of the van and picked up the two cans.,2,198,1619,1,4.622950819672131,0.7109602526684011,0.016260162601626,4.119037174812472,-0.08130081300813,3.557934954629232,0.89914621633047,0.411829049746764,0.0207610225135629,-0.0348384199017424,-0.418836061313579,0.8308864761743383,166.95238095238096,192.1904761904762,194.8571428571429,229.3333333333333,253.34782608695653,8.143158912658691,2.434689163468968,4.260999999999999,2.291,3.999889642592747,4.622761936098565,3.8491393965544254,2.286628178299597,2.383037416143257,2.38225453721164,0,0,4.184543392429916,0,2.86020835993124,0,2.924313001914665,0,2.9416834640142726,0,3.535547562066707,0,3.0452950931317484,0,2.850392391522634,8.568836424568076,7
Ken just hoped he wasn't,taking,TAKING,Ken just hoped he wasn't taking his temper out on Chris.,5,136,930,1,3.344262295081968,1.1956204233456835,0.0086206896551724,4.7535901911063645,-0.0948275862068965,3.386261696959839,0.9198244676156708,-0.5329026027341044,0.2182629363877432,-0.7164312537749992,-0.5154096874452773,-0.2047881573903283,178.47619047619048,187.3333333333333,220.7619047619048,279.1428571428572,246.76470588235293,6.95950174331665,3.1736823769626104,7.957000000000001,3.6720000000000006,6.5187335275207925,5.489247732443156,5.361546363185705,3.7891340290310014,3.198797262889188,3.105519540772,0,0,4.913208158690955,0,6.1900968781261305,0,5.504822630604395,0,5.519113435342145,0,5.616911323000736,0,5.553841930032504,0,5.582797985763556,9.414341877762025,6
One,by,BY,One by one she placed her teeth about their necks and killed them.,1,192,1542,1,4.278688524590164,1.0021834087129229,0.2475247524752475,1.396244691973059,0.0297029702970297,2.4246945321175533,-1.954820702789368,-0.6112607764457317,-2.251381652695792,0.6016341780164434,-2.1498294671376548,0.5765373342189674,108.0952380952381,116.28571428571428,128.38095238095238,142.47619047619048,267.07462686567163,7.021061897277832,1.858513609303615,6.252999999999999,1.747,5.805922260282626,5.172573204603684,5.125738623812185,2.037575969471176,1.7105213880324868,1.709572722974173,0,0,5.718138077900716,0,8.679523310102182,0,7.334577626547781,0,7.0357447572289935,0,7.54331587552383,0,7.8805013474724275,0,7.462928916554405,11.132601649268395,2
Looks like a walk,did,DID,Looks like a walk did the trick.,4,41,199,1,2.9344262295081966,1.3523911226541971,0.0095238095238095,4.653960350157523,-0.3238095238095237,2.6828903526442094,0.4745852524681855,-1.510923582805444,-1.295745853673328,-0.251614730857686,-2.489602638916536,0.0351786013333054,166.28571428571428,192.3809523809524,208.0,238.28571428571428,249.3815789473684,9.716625213623049,3.5774034470655622,6.261999999999997,2.5840000000000014,7.525953324749178,7.681308740973487,7.951931566953077,2.763447499356804,2.8471925191889977,3.3228375218487773,0,0,9.23003852541286,0,10.815196600983752,0,10.596521259857749,0,9.217004630347825,0,12.770283958053303,0,11.950195194002797,0,10.472360875923556,11.69031822852743,3
Andrew closed the,office,OFFICE,Andrew closed the office door on the way out.,3,100,610,1,3.065573770491804,1.1953918807796378,0.010204081632653,4.584967478670572,-0.6020408163265306,1.7414862358577712,0.4318420598240741,-3.198564562992817,-0.623263230142386,-1.0110996389888218,0.4393381135153543,0.945698882832005,149.14285714285714,181.23809523809524,192.95238095238096,216.1904761904762,299.6428571428572,6.524671077728272,0.5380104287675512,7.146999999999999,0.593,7.102922391464313,8.267293621289541,8.3833899616783,0.5951629844967289,0.5827336301647472,0.6058078353816405,0,0,7.185523898167572,0,6.344458074475709,0,6.115955095349017,0,5.582612828872576,0,7.1201224288713325,0,5.611292932660166,0,5.310169605030666,9.249464926660233,6
He,heaved,HEAVED,He heaved his shoulders and swung the axe again.,1,87,504,1,2.9672131147540983,1.3287489493850233,0.0078740157480314,4.844187086458591,-0.1023622047244094,3.643970935815907,0.0961605856540254,-0.7979677094653875,-1.5646020067589623,-1.5666753148135657,-2.2152318819647743,0.1367806842966741,190.7906976744186,333.1162790697674,337.30232558139534,346.69767441860466,267.6438356164384,11.262451171875,0.7050795872296547,9.87,1.005,9.442533052753705,8.710932691156705,8.545445900523223,1.201099764643577,0.7132073118741618,0.7131888911934178,0,1,29.653607721331525,1,28.829914510189,1,22.676348184872136,1,22.76111707405148,1,28.897313235751337,1,27.387682690247637,1,24.95798705806101,2.3025850929940455,6
Let us give battle to these foreign snakes,once,ONCE,Let us give battle to these foreign snakes once and for all.,8,166,1249,1,2.508196721311476,1.259933210130232,0.009009009009009,4.709530201312334,-0.2162162162162162,3.055447999229908,-1.5712436410228816,-1.4843035944463847,0.7805517955642679,-0.6008458085926872,1.6578781332658683,2.168016030548209,92.95238095238096,92.95238095238096,92.95238095238096,98.0,279.7352941176471,8.843990325927734,3.3336640294475446,9.685999999999993,4.190000000000001,8.301233725560273,8.615513564903031,8.615513564903031,3.187353414977008,3.249661367593427,3.1309400801986538,0,0,6.4066293303618735,0,7.645537855165783,0,6.787974113515766,0,7.299163154700612,0,7.096900417071793,0,6.4098975949028,0,5.766022438277956,9.775028985632325,4
Joseph walked into the office and removed,his,HIS,Joseph walked into the office and removed his flat cap.,7,126,835,1,4.213114754098361,0.6611796049072864,0.6666666666666666,0.4054651081081644,0.5222222222222221,1.249496771242108,0.32882881109174,0.6635362177482245,0.4256857151076907,-0.8818765687001363,-0.2739030207629271,-0.7679493218442904,72.95238095238095,72.95238095238095,72.95238095238095,72.95238095238095,278.87179487179486,3.299387693405152,2.884621651228464,2.610999999999997,2.6530000000000005,3.388530274551897,3.238816191805425,3.0359584451126493,3.372412178900939,2.6859194592756945,2.822255522631872,0,0,1.2244451888737369,0,1.0290004953075396,0,1.0261583544393416,0,1.3831244894671657,0,1.401514733852577,0,0.6779643018352226,0,0.5944156797777068,11.593251209508129,3
"I am trying, old man, but I would rather",kill,KILL,"I am trying, old man, but I would rather kill the ship.",9,159,1173,1,2.672131147540984,1.350571625589326,0.0202020202020202,3.901972669574645,-0.3131313131313131,2.292975941217498,0.1290085836218251,-2.8333638057089536,-0.0445264623988242,0.4037032032840895,0.9039869255253248,1.9333187708319728,100.28571428571428,103.8095238095238,103.8095238095238,114.28571428571428,258.40625,7.506128311157227,0.0770273023360155,8.363,0.5100000000000016,11.202099503266965,11.660452091878357,11.587091730815567,2.0329523786044432,0.1170406305353966,0.1148190964376759,0,0,4.387591341005896,0,5.519007286859597,0,5.444115818659951,0,5.164905946177717,0,5.554022196029359,0,5.559921526750775,0,5.619307910762219,10.04676504723975,4
He probably doesn't,want,WANT,He probably doesn't want people to know.,3,37,174,1,4.081967213114754,0.8224978615415588,0.0686274509803921,2.6790626642289577,-0.2549019607843137,2.562151064172576,-0.9068656249425352,-0.2368785236181227,-0.9738681210936712,0.354111626341288,-0.7542236035778409,0.4012748185653578,128.09756097560975,135.609756097561,140.1951219512195,142.2439024390244,267.6774193548387,3.694060802459717,1.9193791988825752,3.648,1.5169999999999997,3.4532098898141004,3.7620786541883215,3.857221470230836,2.0329523786044432,2.4655390400252344,1.889878951266165,0,0,2.362606343036817,0,1.9381294428221731,0,2.264401458814479,0,2.113925485193557,0,2.2206174411280384,0,2.3606072951451624,0,2.434109840778636,11.854513166689632,4
Joseph walked into the office and removed his flat,cap.,CAP,Joseph walked into the office and removed his flat cap.,9,126,837,1,3.9672131147540974,1.2644789851259437,0.4444444444444444,0.8109302162163288,0.3333333333333333,2.131770958007976,-0.5524244112157791,-0.3925213910518215,1.824470931833441,-0.6454191361978235,0.2635622796687213,0.3961339191486989,166.57142857142858,208.0,262.3809523809524,515.6190476190476,341.12820512820514,13.174031257629396,1.6335403850433354,18.846000000000004,1.7560000000000002,8.149447316230107,8.307865170628096,8.501696783756335,0.7900583919379309,0.4697434770664362,0.3861366123398225,1,1,12.365869565420628,1,8.722845993818183,1,9.363680282778647,1,8.278940307383563,1,11.010778265043909,1,10.31649215563165,1,10.470894347022517,6.862757913051401,4
He put his hands in his pockets and leaned against the,truck.,TRUCK,He put his hands in his pockets and leaned against the truck.,11,157,1153,1,3.295081967213114,1.256241249323844,0.010752688172043,4.532599493153255,-0.6774193548387097,1.3426318234795285,2.01967135761672,-1.2361518345664646,0.0001860722899436,1.0398948089589126,1.506435950100422,0.6955210217198927,230.9268292682927,339.7073170731707,364.2926829268293,781.6585365853658,276.46774193548384,10.7420654296875,1.7381718804087245,20.633000000000003,1.5749999999999993,9.385198683938151,9.757043150605758,10.259766553959148,0.5951629844967289,0.5370088953880714,0.4553200840439216,1,1,16.668334205156746,1,13.824977182232688,1,15.058112251236045,1,14.178303456213795,1,16.83312285105015,1,15.309298350362948,1,15.61482334265668,8.220403099933728,6
William sat down and,tucked,TUCKED,William sat down and tucked into his breakfast.,4,71,391,1,2.8524590163934427,1.249480766475559,0.0082644628099173,4.795790545596741,-0.0578512396694214,3.581183122030329,-0.7483599800226369,-1.2366553307503525,-0.9180188537998633,0.2525432938369158,-0.7204060778021812,0.1933084664623485,152.390243902439,187.5121951219512,187.5121951219512,187.5121951219512,253.73611111111111,10.089811325073242,2.519361256939905,7.753999999999998,0.902000000000001,10.191978448821404,10.278049079597524,10.616114622950908,2.7384414252468887,2.2059801354174806,1.055762896158886,0,0,8.91999033722816,0,8.963120997030279,0,8.640453340323187,0,8.467479415229146,0,9.145917684222066,0,7.791476123959908,0,7.312381947891318,5.062595033026967,6
Henry washed,his,HIS,Henry washed his hands and sat on the seat in front of the stove.,2,197,1606,1,4.557377049180328,0.6198007788511409,0.6043956043956044,0.5035263212843792,0.4725274725274725,1.4784262848862988,-1.0691224572919524,-1.8467735151991085,0.1077219873666763,-0.9624886186463026,0.1449485369026661,0.9475926689793552,91.42857142857144,109.23809523809524,109.23809523809524,130.47619047619048,284.4492753623188,2.350696563720703,3.103563852954217,4.462,3.399,3.357951944516937,3.206810259012808,3.206810259012808,3.372412178900939,3.0814345006992814,2.939365000461549,0,0,1.6242955559515564,0,0.9385521714041102,0,1.4068473788458504,0,1.0159241519464044,0,2.012866676053098,0,0.792139484598032,0,1.3404881273692937,11.593251209508129,3
He let Donald,go,GO,He let Donald go and he fell to the floor with a thud.,3,182,1424,1,4.065573770491803,0.8919800531965647,0.1551724137931034,1.8632184332102,0.0862068965517241,3.338724874220511,-0.9497984793613528,-1.7408468633562495,-0.5200530574435279,-2.183227328221138,-1.707622835323924,-1.5149097769679774,99.04761904761904,103.71428571428572,103.71428571428572,105.9047619047619,347.075,5.828450202941895,3.352865928967202,7.442,5.2780000000000005,7.82324008610564,8.114977617387986,8.114977617387986,4.560453983482147,2.099847080726106,3.5717009186995736,0,0,2.5966576484888058,0,3.385018624761527,0,3.4882557580186435,0,4.62614855575368,0,7.551728345057063,0,2.441101124813366,0,2.4841023702077263,12.172748513322677,2
She couldn't,help,HELP,She couldn't help feel for Alex.,2,28,125,1,3.950819672131148,1.0396510553738163,0.0512820512820512,2.970414465569701,-0.0512820512820512,3.4210113785841543,-1.4904250401133396,-0.2854267275799554,-0.5508280497576509,0.7809594701213834,0.3342802091723397,1.990023423457661,143.8095238095238,155.8095238095238,162.95238095238096,196.47619047619048,255.43478260869568,4.963799953460693,0.0937463509752216,4.934999999999999,0.5360000000000005,3.452634243540852,2.987442977203265,2.87346501510006,2.0329523786044432,0.1170406305353966,0.1148190964376759,0,0,2.584606727910838,0,2.723101642340716,0,2.676337102295377,0,2.420584632430215,0,2.5530887330166,0,2.9247778904857804,0,2.9992248497932903,10.757413399213553,4
If this were a movie instead of a book this would,be,BE,If this were a movie instead of a book this would be a good bit.,11,204,1709,1,4.540983606557377,0.8077493524562198,0.5684210526315789,0.5648928450362665,0.4947368421052631,1.7700896466654297,0.0523192197376436,-2.299179995486952,0.7180546380224682,-0.9741667110670884,-1.0542477596373785,0.1091229271549422,53.71428571428572,53.71428571428572,53.71428571428572,59.04761904761905,306.83116883116884,1.0817550420761108,0.1873674225359641,1.472999999999999,0.3309999999999995,1.4278238058252355,1.3491813145591172,1.3421883636316942,0.3618719706298512,0.2444562489828058,0.2686886545014752,0,0,0.6621672379957081,0,0.5100463583231727,0,0.3712377628369222,0,0.3919303043206578,0,0.8044138700885187,0,0.2672591446590251,0,0.243508005874654,12.588217948316721,2
He smiled again and felt like a man and not,just,JUST,He smiled again and felt like a man and not just the kid.,10,183,1443,1,4.131147540983607,0.9215098088836888,0.0101010101010101,4.59511985013459,-0.5151515151515152,1.9524618094783464,0.3602707667431742,-0.8121544198615774,0.0767573933852346,-0.87907960841168,0.2489984955050443,0.3166086782092934,160.47619047619048,201.04761904761904,222.8571428571429,257.42857142857144,282.5774647887324,4.281618118286133,2.1736815246483743,3.882000000000005,2.573999999999998,4.397799372513048,2.725201560962173,2.711386050404209,2.2821818864850254,2.2001154511856247,2.248976306858958,0,0,2.9299904619051245,0,2.538305588581176,0,1.5941475185161489,0,1.7128084982493603,0,2.366017010761693,0,2.1697235772830874,0,2.455716566191956,12.39754388270923,4
The first knife caught in her skirt and she shook it,free.,FREE,The first knife caught in her skirt and she shook it free.,11,172,1318,1,3.3278688524590163,1.350571625589326,0.1052631578947368,2.251291798606496,-0.2842105263157894,2.101893534395451,0.3313220844702323,-0.0167325473449233,1.2588298556140878,0.0340487460266274,1.608338318087838,1.7843835459994657,199.53488372093025,255.06976744186048,436.1860465116279,1222.6046511627908,327.49397590361446,8.603302001953125,4.95499982358279,14.515,4.256,9.79950281972057,10.21290894731672,10.618854699211573,4.696859124391115,3.535665461994217,3.702280519323266,1,1,14.403836887574434,1,12.033970921574827,1,11.740129999498834,1,10.724240463012414,1,12.054365422307535,1,11.498418155970253,1,10.737590926781165,9.110961927995904,5
Underneath the table her hand was gripping the,chair.,CHAIR,Underneath the table her hand was gripping the chair.,8,109,687,1,3.852459016393442,1.1230325844748896,0.1714285714285714,1.7635885922613586,0.0571428571428571,2.871807842045647,-0.258171321216176,-0.4264891371189669,1.2529592183621034,-0.6015083835492081,0.8279916544485352,1.352634616178451,219.1428571428572,296.4761904761905,333.8095238095238,658.2857142857143,275.1304347826087,8.73552417755127,2.090068546889863,17.79,2.0,7.916333601415388,7.911106733254293,7.911106733254293,0.5951629844967289,0.5559246319270175,0.5245703307157175,1,1,13.936233817195156,1,12.822860253555024,1,14.218963987834565,1,13.73574457348221,1,15.620750085208773,1,12.88670565143232,1,14.45888742578442,7.8284363591575845,6
Charles felt sick to the,pit,PIT,Charles felt sick to the pit of his stomach.,5,101,620,1,4.032786885245901,1.2644789851259437,0.0967741935483871,2.3353749158170363,-0.4731182795698925,1.6308588923181202,0.4360685494601677,-2.466897263260324,-1.7881062636556833,-0.06453872204575,0.6680726059105085,1.1581916487725672,129.8095238095238,137.52380952380952,141.04761904761904,169.52380952380952,247.73529411764707,9.467058181762695,0.5520394930614165,9.052,0.6010000000000009,9.02171260115811,9.19965637714469,9.10350042366126,0.5951629844967289,0.512401168499244,0.5985915337001971,0,0,8.88936119128803,0,5.636237137724113,0,5.83351546258205,0,4.274462023124304,0,5.614141638028643,0,2.6839358203997445,0,1.542330542714202,6.513230110912307,3
Scott got up and,washed,WASHED,Scott got up and washed his plate.,4,43,211,1,2.950819672131148,1.3344940303125716,0.0092592592592592,4.68213122712422,-0.1944444444444444,2.9091357534165128,0.5601295999768054,-1.3582676001401164,-0.4061813829910187,-0.3256115831450584,-0.0204856807277316,1.1204107927149292,154.6046511627907,163.8139534883721,172.46511627906978,206.7906976744186,267.6307692307692,9.252415657043455,1.595362017591612,7.954000000000001,0.3620000000000001,10.191978448821404,10.656110526016214,11.697270427515331,2.7384414252468887,1.333797743552824,0.4480669410009903,0,0,8.70009581105681,0,8.395243307427354,0,7.726635609227062,0,8.194450095366863,0,6.253622827963339,0,7.543445896548842,0,6.027896904700631,6.576469569048224,6
He's got the,ability,ABILITY,He's got the ability to work but he just gets bored too easy.,3,184,1448,1,3.459016393442623,1.1771968186020447,0.0078125,4.852030263919617,-0.046875,3.774891104530274,0.9175663341495968,0.8365925669186112,0.0145053800783659,-0.3963271588662045,-1.5275828963831852,0.0903604515209092,135.9047619047619,152.0,166.57142857142858,203.1428571428572,270.6363636363636,7.6441545486450195,0.5464226537087585,7.394000000000002,0.6539999999999999,7.314276677150237,6.437498325439964,6.272679284483449,0.5951629844967289,0.5889989642027839,0.6411363984634482,0,0,3.717550939536419,0,3.525490809224989,0,2.972114147986968,0,3.6047414920398735,0,5.397898520202291,0,5.609714821208609,0,5.537393293191358,6.887552571664617,7
Jacques sighed and tried,to,TO,Jacques sighed and tried to move out of the way.,4,124,814,1,4.540983606557377,0.6969880556557451,0.6703296703296703,0.3999856423435389,0.5384615384615384,1.2846827712874926,-0.1811027262025709,0.3300770085475331,0.8115002797997516,-0.0629794310228842,-0.9003909379243851,0.5903299027559715,30.79069767441861,30.79069767441861,30.79069767441861,45.48837209302326,263.17391304347825,0.2419176250696182,2.7772985275293167,0.9780000000000016,2.6689999999999987,0.4040783553844321,0.2989929769103698,0.2906898550650333,2.785874678162566,2.6621567811159963,2.8483207858845643,0,0,0.2319150170281302,0,0.2048590180399271,0,0.2140735529812864,0,0.1556858029275198,0,0.2083197860786096,0,0.3284186803411991,0,0.1634772421865866,13.960969286275441,2
Walter closed,the,THE,Walter closed the door and took a breath.,2,70,382,1,4.573770491803279,0.7178443748112033,0.6666666666666666,0.4054651081081644,0.5555555555555556,1.2901367214199846,-0.7065149033895517,-0.1715659795975541,-2.052221555085409,-1.2663970673711606,-1.5364455353646052,-0.4085063749490202,79.04761904761905,79.04761904761905,87.9047619047619,138.57142857142858,263.5,1.9489550590515137,2.091901609997183,1.5670000000000002,2.023000000000001,2.111997822261836,2.1062321491889784,2.1062321491889784,2.0481678608989475,2.3031146875654342,2.364524631995585,0,0,1.2410332767585477,0,1.1485607842267291,0,1.2436697130083492,0,1.387148979971493,0,1.6505263696265908,0,1.4749051362007413,0,1.372888227323556,14.222246857765809,3
