id,surprisal,entropy,deviation,tokens
83,"[12.0091956  10.11887741  7.32145786  3.72671151  7.27924395  7.0340414
  0.80676681  7.33329868  5.43987751]","[7.0105648  7.54361153 6.30959463 5.83727074 5.94967031 5.53919458
 3.19750285 2.87911749 6.32941246]","[ 0.48419428  2.57526588  1.01186323 -2.11055923  1.32957363  1.49484682
 -2.3907361   4.45418119 -0.88953495]",['Claudia' 'still' 'teaches' 'and' 'still' 'claims' 'to' 'hate' 'it']
84,"[9.79222488 7.82504177 6.48688948 4.65221187 5.23661327 1.39976406
 1.41904008 0.16615529 6.833601  ]","[7.0105648  4.00168514 4.00295591 6.25005388 5.00877476 3.23049116
 4.28498697 1.01628637 4.39493656]","[ 2.78166008  3.82335663  0.53971386 -1.6023736   0.22783852 -1.8307271
 -2.86594677 -0.85013109  2.43866444]","['Burn' 'him' 'now,' ""don't"" 'wait' 'for' 'him' 'to' 'escape']"
85,"[7.49188289 7.31968546 2.16974831 4.83063841 6.54498911 0.78467077
 3.31056762 5.6606102  5.34376335]","[7.0105648  4.91315651 4.43817234 5.51398754 3.67266321 3.77221036
 4.46287489 1.93633699 5.82043934]","[ 0.30106592  2.40652895 -2.26842403 -0.68334913  2.8723259  -2.98753953
 -1.15230727  3.7242732  -0.47667599]","[""Don't"" 'die' 'of' 'cold' 'before' 'you' 'die' 'in' 'battle']"
86,"[7.88229799 8.04013366 3.99962401 1.52774262 3.04110241 8.62589121
 7.31937695 1.00086832 7.91009092]","[7.0105648  6.03509331 4.90148354 4.0589304  4.42082977 5.67923164
 4.22415209 3.31652546 3.50463438]","[ 0.87173319  1.13417816 -0.90185952 -2.53118777 -1.37972736 -0.41922283
  3.09522486 -2.31565714  4.40545654]","['Good' 'God,' 'if' 'you' 'are' 'watching,' 'give' 'me' 'strength']"
87,"[ 5.94910097 12.54247157  2.42162275  4.37384129  1.97717059  6.23315287
  2.58314896  4.43856287  5.73375559]","[7.0105648  5.27907944 3.4220717  6.2140913  3.64568901 6.06774759
 3.03174448 7.0035162  4.00134993]","[-1.06146383  7.25444603 -1.00044894 -1.84025002 -1.66851842  0.16540527
 -0.44859552 -2.56495333  1.73240566]",['He' 'heaved' 'his' 'shoulders' 'and' 'swung' 'the' 'axe' 'again']
88,"[ 5.94910097  3.04051375  8.43993282  8.02751827  2.0368619  10.34318829
  2.23735476  3.69058585  8.89500999]","[7.0105648  5.27907944 5.70586395 5.90967321 3.53966379 5.78023815
 4.47054005 4.57589245 6.02332497]","[-1.06146383 -2.23856568  2.73406887  2.11784506 -1.5028019   4.56295013
 -2.23318529 -0.8853066   2.87168503]",['He' 'is' 'after' 'glory' 'and' 'heads' 'for' 'his' 'hall']
89,"[5.94910097 6.1593647  7.66071701 1.15712917 0.94754755 4.8184166
 1.0211103  3.06129646 3.4209609 ]","[7.0105648  5.27907944 5.65740013 3.28667879 2.15860128 4.80410767
 2.82004142 4.69629288 5.00767899]","[-1.06146383  0.88028526  2.00331688 -2.1295495  -1.21105373  0.01430893
 -1.79893112 -1.63499641 -1.58671808]",['He' 'just' 'wished' 'he' 'could' 'talk' 'to' 'his' 'dad']
90,"[ 5.94910097 10.05033302  4.80776596  5.7073884   5.65477276  1.01295698
  7.65281582  0.71525091  2.83961725]","[7.0105648  5.27907944 4.22317076 3.76583648 3.01312709 2.41272402
 5.9087739  2.14426851 4.32118273]","[-1.06146383  4.77125359  0.5845952   1.94155192  2.64164567 -1.39976704
  1.74404192 -1.42901754 -1.48156548]",['He' 'lay' 'his' 'sword' 'aside' 'and' 'extended' 'his' 'hands']
91,"[5.94910097 8.43801308 1.49574435 4.20869446 2.5802536  0.52143908
 0.77166283 7.71664143 6.35507011]","[7.0105648  5.27907944 2.71971655 5.41842413 3.08096504 2.03255463
 1.94633436 6.63397503 4.01230526]","[-1.06146383  3.15893364 -1.2239722  -1.20972967 -0.50071144 -1.51111555
 -1.17467153  1.0826664   2.34276485]",['He' 'sighed' 'and' 'walked' 'back' 'to' 'the' 'wood' 'shop']
92,"[5.94910097 8.24881935 4.01718903 1.78482819 5.45735645 1.58120477
 0.13255067 4.38346577 2.69739556]","[7.0105648  5.27907944 3.66287851 3.12543869 5.00121117 2.04939651
 0.70772558 4.45814228 3.08865285]","[-1.06146383  2.96973991  0.35431051 -1.3406105   0.45614529 -0.46819174
 -0.57517493 -0.07467651 -0.39125729]",['He' 'smiled' 'when' 'she' 'let' 'out' 'a' 'big' 'yawn']
93,"[5.94910097 2.29470992 9.37328434 0.87658197 3.31313825 6.50990868
 9.38012981 1.20958996 3.40308094]","[7.0105648  5.27907944 6.43233871 2.74916553 1.50027812 4.94863129
 3.43086767 3.91871405 2.11020708]","[-1.06146383 -2.98436952  2.94094563 -1.87258363  1.81286013  1.56127739
  5.94926214 -2.70912409  1.29287386]",['He' 'was' 'leaning' 'against' 'his' 'truck' 'smoking' 'a' 'joint']
94,"[3.99970675 3.05884266 4.4325614  1.79968619 3.73921609 3.07181311
 7.1943202  2.20993185 3.68869877]","[7.0105648  4.81620026 5.84628582 2.94398403 5.45807171 4.07453775
 8.51665688 5.30560875 3.54041004]","[-3.01085806 -1.7573576  -1.41372442 -1.14429784 -1.71885562 -1.00272465
 -1.32233667 -3.0956769   0.14828873]",['I' 'was' 'thinking' 'of' 'getting' 'the' 'band' 'together' 'again']
95,"[ 4.69776201  2.08903003  2.4970355   8.09143257 10.39977443  5.71357346
  0.90122128  4.47433662  2.86995625]","[7.0105648  2.84496045 5.41764641 7.03292274 6.47098541 5.6715517
 2.49738884 3.27347374 7.46359253]","[-2.31280279 -0.75593042 -2.9206109   1.05850983  2.45302391  0.04202175
 -1.59616756  1.20086288 -4.59363651]","['It' 'is' 'a' 'narrow' 'ship,' 'much' 'like' 'our' 'own']"
96,"[10.59667206 12.26026917  1.88398409  8.73251724  2.17275715  9.99536896
  2.13835764  0.91561216  4.25516605]","[7.0105648  6.84876251 4.93488598 7.93863297 3.82173181 3.42519426
 4.88569593 2.8612895  6.28152895]","[ 3.58610725  5.41150665 -3.05090189  0.79388428 -1.64897466  6.57017469
 -2.74733829 -1.94567728 -2.0263629 ]",['Arthur' 'placed' 'the' 'bars' 'of' 'chocolate' 'on' 'the' 'counter']
97,"[ 7.61462069 10.3338356  10.19299698  1.68872333  4.51083088  6.79701042
  0.45249045  0.06236519  2.02027464]","[7.0105648  7.15553808 4.10026789 5.25655651 7.0111742  1.62587464
 1.79827476 0.34443441 2.99041271]","[ 0.60405588  3.17829752  6.09272909 -3.56783319 -2.50034332  5.1711359
 -1.34578431 -0.28206921 -0.97013807]",['John' 'gave' 'Bernard' 'a' 'hard' 'slap' 'on' 'the' 'head']
98,"[7.92356193 2.5707407  4.47408199 3.14602232 9.83546722 6.08847666
 0.86217439 0.9499203  2.21300673]","[7.0105648  4.41219473 3.55759192 1.77915382 4.65675735 4.25579262
 3.09223723 3.36062694 5.98855686]","[ 0.41785288 -1.84145403  0.91649008  1.3668685   3.63032913  1.83268404
 -2.23006296 -2.41070652 -3.77555013]","[""Let's"" 'get' 'out' 'and' ""I'll"" 'buy' 'you' 'a' 'drink']"
99,"[ 7.92356193  4.59027958  3.68346739 11.31210518  2.44334197  2.27533484
  3.89203405  1.72791362  6.42136097]","[7.0105648  4.41219473 1.98094034 7.65686512 2.85046244 3.5855515
 5.13574409 4.03524828 3.75105214]","[ 0.41785288  0.17808485  1.70252705  3.65524006 -0.40712047 -1.31021667
 -1.24371004 -2.30733466  2.67030883]","[""Let's"" 'have' 'the' 'gates' 'closed' 'and' 'go' 'home' 'early']"
100,"[ 9.2217598  11.79615116  1.5325315   7.30937767  2.72992468  3.28406286
  1.8370322   5.51976871  1.40121686]","[7.0105648  6.95760059 3.6935215  5.46780682 3.99145699 3.53143883
 4.38933849 6.64179802 2.38350677]","[ 2.21119499  4.83855057 -2.16099     1.84157085 -1.26153231 -0.24737597
 -2.55230618 -1.1220293  -0.98228991]",['Andrew' 'closed' 'the' 'office' 'door' 'on' 'the' 'way' 'out']
101,"[ 9.78151321 11.95718956  5.5775094   2.26098013  4.85439301  9.24389935
  1.33296883  0.01240726  0.0363644 ]","[7.0105648  6.7824192  4.93889093 3.29052877 0.27373672 1.35326838
 3.00413036 0.12137506 0.29062352]","[ 2.77094841  5.17477036  0.63861847 -1.02954865  4.58065605  7.89063072
 -1.67116153 -0.1089678  -0.25425911]",['Charles' 'felt' 'sick' 'to' 'the' 'pit' 'of' 'his' 'stomach']
102,"[ 9.89025116 15.53221285  2.29421902  6.4097147   1.76028848  2.43961263
  5.28758955  0.41245925  2.64823341]","[7.0105648  7.03710651 3.09940958 5.95880032 2.93850422 2.62032509
 1.17245972 2.02380896 3.5738554 ]","[ 2.87968636  6.6921978  -0.80519056  0.45091438 -1.17821574 -0.18071246
  4.11512995 -1.6113497  -0.92562199]","['Christopher' 'groaned' 'and' 'lay' 'his' 'hands' 'across' 'his'
 'stomach']"
103,"[ 9.48860931  9.67396641  6.55192566  2.04566574  0.02415152  4.10830355
  1.54588592 10.24273396  7.5444944 ]","[7.0105648  7.45692062 2.83322477 2.91176033 0.24085203 4.07275391
 3.2729218  5.45407057 6.22238445]","[ 2.47804451  2.21704578  3.71870089 -0.86609459 -0.21670051  0.03554964
 -1.72703588  4.78866339  1.31412888]",['Dave' 'kicked' 'him' 'in' 'the' 'stomach' 'and' 'Paul' 'groaned']
104,"[10.93435487 10.1045332   1.60369527  6.59675026  4.84700155  5.65931988
  1.93130803  5.57401037  7.29718637]","[7.0105648  6.98202038 3.31703734 5.80191612 2.82800961 5.59281635
 4.53382206 6.27185535 1.3669796 ]","[ 3.85030556  3.12251282 -1.71334207  0.79483414  2.01899195  0.06650352
 -2.60251403 -0.69784498  5.93020678]",['Dexter' 'opened' 'his' 'letter' 'and' 'found' 'a' 'photograph' 'inside']
105,"[10.45219064  7.72100258  1.82431412  5.78370857  1.09995794  8.02866173
  0.09145438  4.10585213  7.61888981]","[7.0105648  7.52298069 4.46115637 6.17571259 2.51192927 5.36114216
 0.6656335  5.62788677 5.14634037]","[ 2.77802467  0.19802189 -2.63684225 -0.39200401 -1.41197133  2.66751957
 -0.57417911 -1.52203465  2.47254944]",['Duncan' 'took' 'a' 'breath' 'and' 'wanted' 'to' 'be' 'sick']
106,"[10.19244003 14.4672184   1.07099247  0.80957794  2.24244928  9.27045131
  8.01251221  3.45582485  8.64987946]","[7.0105648  5.57699394 3.49860024 3.42844439 2.88093877 5.86886978
 3.07598329 3.41477919 3.56350565]","[ 3.18187523  8.89022446 -2.42760777 -2.61886644 -0.63848948  2.87417316
  4.93652916  0.04104567  5.08637381]",['Edward' 'washed' 'his' 'hands' 'and' 'flicked' 'water' 'at' 'Bob']
107,"[6.64615679 6.22245789 3.29892635 2.06984043 2.28089571 3.43595743
 1.90822363 4.37471247 3.0637219 ]","[7.0105648  5.37358761 3.87397718 4.61556053 4.7010355  5.82609224
 3.62513733 1.6045351  4.8453989 ]","[-0.36440802  0.84887028 -0.57505083 -2.5457201  -2.42013979 -2.39013481
 -1.7169137   2.77017736 -1.78167701]",['She' 'turned' 'and' 'saw' 'him' 'standing' 'in' 'her' 'path']
108,"[ 6.51351976  7.39585829  6.75074816  5.89014149  1.73688102 11.40440369
  7.45698118  4.16718769  1.27860475]","[7.0105648  4.95349216 3.55992889 2.73330212 3.21321297 5.406147
 6.69126987 2.96871948 2.82145619]","[-0.49704504  2.44236612  3.19081926  3.15683937 -1.47633195  5.99825668
  0.76571131  1.19846821 -1.54285145]",['They' 'turned' 'round' 'just' 'as' 'Frankie' 'walked' 'toward' 'them']
109,"[12.38032961  0.81530392  7.02286053  8.3969574   3.77495861  1.63026917
  6.1441288   1.29642248  5.57868385]","[7.0105648  3.18697929 8.35051346 4.14695406 7.01006699 5.24328613
 6.02497911 3.55615473 7.15364075]","[ 1.04726601 -2.37167549 -1.32765293  4.25000334 -3.23510838 -3.61301708
  0.11914968 -2.25973225 -1.57495689]",['Underneath' 'the' 'table' 'her' 'hand' 'was' 'gripping' 'the' 'chair']
110,"[ 8.39699173 11.83772087 11.04591656  4.84401464  1.39891005  0.08324657
 12.99863911  5.44433088  5.32218981]","[7.0105648  2.9867177  6.19361305 3.76424003 4.31026125 0.59219563
 1.56504512 5.8520546  4.7911644 ]","[ 1.38642693  8.85100365  4.8523035   1.07977462 -2.9113512  -0.50894904
 11.43359375 -0.40805387  0.53102541]","['Whether' 'Peter' 'heard' 'him' 'or' 'not' 'Gabriel' ""didn't"" 'care']"
111,"[5.32486773 7.76754951 1.89503944 1.6356107  7.92224884 2.54281139
 2.0718711  3.61648893 2.10943365]","[7.0105648  3.9142375  4.14299679 4.70269203 7.10009575 4.19146442
 3.15674639 5.01618719 2.77600312]","[-1.68569708  3.85331202 -2.24795723 -3.06708145  0.82215309 -1.64865303
 -2.41465569 -1.39969826 -0.66656947]","['You' 'give' 'me' 'a' 'lead' 'and' ""I'll"" 'follow' 'it']"
112,"[ 6.25812197  2.90459967 11.55256081  4.83248138  1.4489702  10.65390587
  5.6652441   1.83422482  7.52785969  4.21166611]","[7.0105648  7.19743872 7.89504766 4.37027502 5.9841814  8.09895706
 6.59269524 4.33635044 6.56350422 3.46120739]","[-0.75244284 -4.29283905  3.65751314  0.46220636 -4.53521109  2.55494881
 -0.92745113 -2.50212574  0.96435547  0.75045872]",['All' 'the' 'bowls' 'from' 'the' 'empty' 'tables' 'are' 'cleared' 'up']
113,"[7.73491335 8.15153217 3.02006364 1.5417484  5.04397297 6.51895189
 3.42359257 0.57744199 4.41910267 3.53096414]","[7.0105648  7.82130527 5.92489624 4.36560535 5.80878448 4.55119324
 3.30038595 1.66366935 5.73390388 5.14791298]","[ 0.72434855  0.3302269  -2.9048326  -2.82385683 -0.76481152  1.96775866
  0.12320662 -1.08622742 -1.31480122 -1.61694884]",['His' 'dark' 'hair' 'was' 'just' 'visible' 'under' 'his' 'white' 'hat']
114,"[7.73491335 7.68067646 3.8692627  3.5029645  6.70130873 2.21605539
 3.14199972 2.86454153 3.00392151 9.72341728]","[7.0105648  7.82130527 5.49371433 5.15836    4.9389081  4.44209766
 3.65946174 4.9000864  1.79057789 5.04800558]","[ 0.72434855 -0.14062881 -1.62445164 -1.65539551  1.76240063 -2.22604227
 -0.51746202 -2.03554487  1.21334362  4.6754117 ]",['His' 'men' 'will' 'not' 'follow' 'him' 'and' 'they' 'are' 'few']
115,"[8.39225149 5.77888966 5.47158051 4.76073837 2.61568046 0.47505635
 2.38070999 7.00111008 3.47603512 8.94172955]","[7.0105648  4.43305826 2.25639153 6.75992918 4.065938   1.63764513
 4.77220631 4.78629303 3.11650229 4.92982292]","[-3.01085806  1.34583139  3.21518898 -1.99919081 -1.45025754 -1.16258883
 -2.39248967  2.21481705  0.35953283  4.01190662]","[""I'll"" 'break' 'your' 'neck' 'if' 'you' ""don't"" 'fix' 'that' 'water']"
116,"[ 9.97771454  9.61959362 11.52891922  1.1594311   4.45487785  6.19575691
  5.89349699  2.66699195  4.80434608  4.30972576]","[7.0105648  7.13954258 3.80679703 4.13772631 6.9331131  2.43638015
 1.73318982 0.40955454 2.43259001 3.65605426]","[ 2.96714973  2.48005104  7.72212219 -2.97829533 -2.47823524  3.75937676
  4.16030693  2.25743747  2.37175608  0.6536715 ]",['Ian' 'gave' 'Geoffrey' 'a' 'hard' 'slap' 'across' 'his' 'right' 'ear']
117,"[ 9.90772629 11.22541904  6.00476694  2.29756355  2.02504802  8.46567917
  4.76587784  5.49750328  1.4107033   7.752985  ]","[7.0105648  7.09772205 3.37807608 2.13593912 3.89731503 6.81209707
 3.99920154 5.67008305 4.4004097  5.798244  ]","[ 2.89716148  4.12769699  2.62669086  0.16162443 -1.87226701  1.6535821
 -0.78104568 -0.17257977 -2.98970652  1.954741  ]","['Jake' 'smiled' 'again' 'at' 'his' 'baby' 'daughter,' 'she' 'was'
 'perfect']"
118,"[10.08832169 13.6062994   1.59331155  4.306952    4.98833895  1.45245612
  7.4882803   1.80381656  6.46395016]","[7.0105648  5.76779079 4.26072216 6.74113083 1.05505347 4.07215261
 6.53085089 4.59272099 5.4965539 ]","[ 3.07775688  7.83850861 -2.66741061 -2.43417883  3.93328547 -2.61969662
  0.95742941 -2.78890443  0.96739626]",['Jimmy' 'liked' 'the' 'fact' 'they' 'were' 'calling' 'him' 'Jim']
119,"[ 9.05968475 16.12271905  3.66511726  6.17605305  0.6367681  10.04999906
  3.02062559  3.62520885  0.42568836  4.18665123]","[7.0105648  7.23716736 3.8609345  6.10411835 2.29459047 3.4530406
 4.75005865 3.40834665 1.49696016 5.7284956 ]","[ 2.04911995  8.50465202 -0.19581723  0.0719347  -1.65782237  5.77668428
 -1.72943306  0.2168622  -1.07127178 -1.54184437]","['Brian' 'sniffed' 'and' 'wiped' 'his' 'grubby' 'hand' 'across' 'his'
 'nose']"
120,"[ 9.38125229 12.12942982  5.32413626  2.48591375  3.12213755  8.70746994
  6.40479565  3.28746128  1.18143582  0.42949942]","[7.0105648  4.46498871 4.06458569 4.34543896 3.9814558  6.02942371
 5.93709946 3.34113789 2.8449409  1.71097398]","[ 2.37068748  7.66444111  1.25955057 -1.8595252  -0.85931826  2.67804623
  0.46769619 -0.05367661 -1.66350508 -1.28147459]",['Phil' 'let' 'him' 'go' 'and' 'Charlie' 'fell' 'to' 'the' 'ground']
121,"[ 7.42841768  1.94844091 11.11979675  5.01068783  6.33433485  4.20689678
  4.95228004  3.06065941  3.54554987  1.60784721]","[7.0105648  1.95916796 4.0535717  3.38856363 4.58295727 3.58827782
 3.70273209 3.35113239 3.46683788 3.17386127]","[ 0.41785288 -0.01072705  7.06622505  1.6221242  -0.19830561  0.61861897
  1.24954796 -0.29047298  0.07871199 -1.56601405]","['Let' 'me' 'through' 'and' ""you'll"" 'hear' 'nothing' 'more' 'of' 'it']"
122,"[8.35923767e+00 6.63684082e+00 1.61428976e+00 4.73383904e+00
 2.33302140e+00 3.99255538e+00 4.68892765e+00 9.74472404e-01
 3.07147391e-03 1.09137428e+00]","[7.0105648  5.18357611 5.13391542 6.59119177 4.19448757 6.01432419
 5.17203474 2.48775554 0.03363199 4.89497519]","[ 1.34867287  1.45326471 -3.51962566 -1.85735273 -1.86146617 -2.02176881
 -0.48310709 -1.51328313 -0.03056051 -3.80360079]",['Men' 'could' 'be' 'paid' 'to' 'do' 'all' 'sorts' 'of' 'things']
123,"[12.19718254  7.96822643  6.37959862  8.66304779  0.10713868  0.77882522
  0.14879614 12.41669655  0.99761701  7.48055744]","[7.0105648  6.87998962 2.71703506 5.47319412 0.73046875 2.43644142
 1.02726007 3.22558451 2.59742904 6.2075448 ]","[ 3.89744377  1.08823681  3.66256356  3.18985367 -0.62333006 -1.65761614
 -0.87846392  9.19111252 -1.59981203  1.27301264]",['Gilbert' 'sat' 'as' 'still' 'as' 'he' 'could' 'nursing' 'his' 'lip']
124,"[11.36039066 11.51897621  1.56594181  4.83257866  0.25578713  4.14768982
  4.09089136  0.42276362  0.55371302  0.58863807]","[7.0105648  6.78268385 2.58202648 5.60347366 1.4175148  5.84034681
 3.56649661 1.70009029 1.6639657  3.24487305]","[ 3.37949181  4.73629236 -1.01608467 -0.770895   -1.16172767 -1.69265699
  0.52439475 -1.2773267  -1.11025262 -2.65623498]",['Jacques' 'sighed' 'and' 'tried' 'to' 'move' 'out' 'of' 'the' 'way']
125,"[10.3975029   8.06171227  1.71397126  8.06979942  1.89906609 12.87109375
  3.97979259  1.08726358  0.2631605   4.95846653]","[7.0105648  6.84899569 4.45257282 5.97705936 2.48545432 5.70806265
 5.51047897 2.38222647 1.28913331 5.99165916]","[ 3.3869381   1.21271658 -2.73860168  2.09274006 -0.58638823  7.1630311
 -1.53068638 -1.29496288 -1.02597284 -1.03319263]",['Jamie' 'took' 'a' 'cigarette' 'and' 'Andy' 'gave' 'him' 'a' 'light']
126,"[9.61825562 9.91623211 1.86652899 0.85047472 2.97672892 1.85840714
 7.0012207  0.84891558 9.10624695 4.058074  ]","[7.0105648  6.93163586 3.68090582 3.19585323 6.85817623 3.49030352
 5.28245592 2.09168911 6.54968166 4.6893692 ]","[ 2.60769081  2.98459625 -1.81437683 -2.3453784  -3.88144732 -1.63189638
  1.71876478 -1.24277353  2.55656528 -0.6312952 ]","['Joseph' 'walked' 'into' 'the' 'office' 'and' 'removed' 'his' 'flat'
 'cap']"
127,"[6.64615679 5.22123718 5.59665585 1.384395   4.99006748 6.93729353
 0.78246915 3.57823586 0.55427289 4.03727293]","[7.0105648  5.37358761 4.54566717 4.40364265 6.34679794 3.47255898
 3.4873054  4.57840776 2.219244   5.9128561 ]","[-0.36440802 -0.15235043  1.05098867 -3.01924753 -1.35673046  3.46473455
 -2.70483637 -1.0001719  -1.66497111 -1.87558317]",['She' 'would' 'soon' 'be' 'found' 'if' 'she' 'tried' 'to' 'hide']
128,"[3.27810335 9.39618683 7.00452042 3.06178141 1.44647634 5.77713108
 2.3471117  1.60780263 0.42504323 3.37892342]","[7.0105648  8.55312252 5.4494648  4.28277206 2.97153282 5.49587965
 2.85385966 2.72197151 1.66170192 5.12315893]","[-3.73246145  0.84306431  1.55505562 -1.22099066 -1.52505648  0.28125143
 -0.50674796 -1.11416888 -1.23665869 -1.74423552]",['The' 'brothers' 'stood' 'up' 'and' 'came' 'down' 'from' 'the' 'platform']
129,"[ 9.80551147  5.77761841 12.34632206  6.32432032  1.51814806  1.5504657
  1.96651733  6.46043578  4.57585859  1.35073507  5.17226887]","[7.0105648  6.99592686 6.3655386  5.57469082 3.84798837 5.4577508
 3.22457695 4.13725281 1.97284901 4.32869101 6.0176239 ]","[ 2.79494667 -1.21830845  0.50110912  0.7496295  -2.32984018 -3.90728521
 -1.25805962  2.05892849  2.6030097  -2.97795582 -0.84535503]","['Anthony' 'was' 'approached,' 'just' 'as' 'he' 'had' 'predicted,' 'in'
 'the' 'park']"
130,"[ 7.8357892   4.38613653 10.94765282  5.45401001  1.70848536  1.81774759
 12.90209484  8.92527771  3.93473625  4.72927761  6.76349401]","[7.0105648  5.40751886 4.75133753 6.2013979  3.24531984 3.75277853
 2.43698692 4.33862019 1.85005164 7.16006899 4.74274731]","[ 0.8252244  -1.02138233  6.19631529 -0.74738789 -1.53683448 -1.93503094
 10.46510792  4.58665752  2.08468461 -2.43079138  2.02074671]","['Despite' 'what' 'Frank' 'had' 'told' 'her' 'Ellen' 'thanked' 'the'
 'young' 'soldier']"
131,"[5.94910097 5.62649727 9.031106   6.41976643 5.39401817 7.16797876
 9.22320557 1.70633543 3.06014776 9.12884712 6.00162792]","[7.0105648  5.27907944 3.9326005  1.68699908 5.31623507 4.84761143
 3.56771898 3.26706505 3.64071703 3.67609072 3.37940884]","[-1.06146383  0.34741783  5.0985055   4.73276711  0.07778311  2.32036734
  5.65548658 -1.56072962 -0.58056927  5.4527564   2.62221909]","['He' 'called' 'earlier' 'and' 'I' 'already' 'arranged' 'to' 'go'
 'swimming' 'tomorrow']"
132,"[5.94910097 7.65991402 3.26267862 3.32528687 4.73768234 2.65219259
 4.60608864 2.73390436 3.45970511 0.93783021 6.45214748]","[7.0105648  5.27907944 4.56639957 6.07059526 4.0379467  3.32663202
 5.90696764 3.6157794  3.76900053 3.43011403 6.65572023]","[-1.06146383  2.38083458 -1.30372095 -2.7453084   0.69973564 -0.67443943
 -1.300879   -0.88187504 -0.30929542 -2.49228382 -0.20357275]","['He' 'drove' 'his' 'truck' 'home' 'and' 'walked' 'down' 'to' 'the'
 'village']"
133,"[5.94910097 7.323946   2.58733249 6.47538376 5.39931011 2.40045381
 4.66920137 2.46735191 5.32811642 0.53906572 1.68167353]","[7.0105648  5.27907944 4.19024372 6.01695538 3.19362092 3.17973161
 5.86985731 5.22216415 3.47407055 1.4734391  3.38381338]","[-1.06146383  2.04486656 -1.60291123  0.45842838  2.20568919 -0.7792778
 -1.20065594 -2.75481224  1.85404587 -0.93437338 -1.70213985]","['He' 'held' 'his' 'mother' 'tight' 'and' 'she' 'cried' 'into' 'his'
 'chest']"
134,"[5.94910097 4.75306892 1.55689514 1.77080476 6.11722183 1.75894713
 4.19548941 2.1607101  2.02482915 0.33405685 1.31096852]","[7.0105648  5.27907944 3.23192024 5.8353529  7.48849869 3.32542944
 5.42711067 3.02790833 2.92325306 1.39775372 4.03280163]","[-1.06146383 -0.52601051 -1.67502511 -4.06454802 -1.37127686 -1.56648231
 -1.23162127 -0.86719823 -0.89842391 -1.06369686 -2.72183323]",['He' 'went' 'to' 'the' 'door' 'and' 'walked' 'out' 'of' 'the' 'room']
135,"[7.73491335 9.51289845 1.83570278 6.68653774 5.37192297 1.68052793
 3.82891631 1.64092565 4.92925453 2.0782733  2.09166551]","[7.0105648  7.82130527 5.13873768 6.41699982 3.29311848 4.9349947
 4.55504799 3.71339512 5.14300919 3.66160059 5.83245468]","[ 0.72434855  1.69159317 -3.30303478  0.26953793  2.07880449 -3.25446677
 -0.72613168 -2.07246947 -0.21375465 -1.58332729 -3.74078918]","['His' 'helmet' 'was' 'lost' 'but' 'he' 'could' 'still' 'do' 'some'
 'damage']"
136,"[ 9.23851776 10.29941177  9.37881184  2.3094666   3.31265666  4.82489491
  2.49437475  8.05905914  2.17391968  0.14204006  5.62951899]","[7.0105648  6.79396057 5.89324236 3.79459381 2.52165556 5.52453327
 4.72424412 6.69910431 3.42075729 0.79807502 5.89348841]","[ 2.22795296  3.5054512   3.48556948 -1.48512721  0.79055858 -0.69963837
 -2.22986937  1.35995483 -1.24683762 -0.65603495 -0.26396942]","['Ken' 'just' 'hoped' 'he' ""wasn't"" 'taking' 'his' 'temper' 'out' 'on'
 'Chris']"
137,"[10.34059334 13.55957413  2.54067659  1.35472989  0.03977095  0.1074778
  0.92319578  1.53486836  7.50435448  0.56113553  0.33047131]","[7.0105648  6.79823875 2.35008407 6.16995335 0.36765444 0.6401298
 2.706496   3.21128154 5.73870754 2.08748651 1.84277904]","[ 1.19564247  6.76133537  0.19059253 -4.81522369 -0.32788348 -0.53265202
 -1.78330016 -1.67641318  1.76564693 -1.52635098 -1.51230776]","['Lawrence' 'rubbed' 'the' 'back' 'of' 'his' 'neck' 'and' 'hung' 'his'
 'head']"
138,"[10.20845032  9.18281937  0.97121876  2.5980227  13.39565659  6.62066555
  2.35213184  2.64930296  0.18442363  0.84366071  3.07875061]","[7.0105648  5.68408966 3.05238724 1.93507659 5.24966908 6.52570057
 3.05183959 3.95653772 0.89242095 2.5639379  3.11228657]","[ 3.19788551  3.49872971 -2.08116841  0.66294611  8.14598751  0.09496498
 -0.69970775 -1.30723476 -0.70799732 -1.72027719 -0.03353596]",['Lewis' 'sat' 'down' 'and' 'Lucy' 'laid' 'her' 'hand' 'on' 'his' 'cheek']
139,"[ 9.81864548 10.55958652  5.51523018  0.86809897  1.11623073  2.96216488
  0.65030652  1.38147831  2.98935699  0.03383075  0.2741107 ]","[7.0105648  6.9951601  4.06351233 3.62145424 5.62377119 3.08570647
 3.08538437 4.54523897 3.52745414 0.20908445 0.719661  ]","[ 2.80808067  3.56442642  1.45171785 -2.75335526 -4.5075407  -0.12354159
 -2.43507791 -3.16376066 -0.53809714 -0.17525369 -0.44555029]","['Matthew' 'stood' 'against' 'the' 'wall' 'with' 'his' 'hands' 'behind'
 'his' 'back']"
140,"[8.73371506 7.42756939 9.09267616 8.1960535  2.09067297 5.19538212
 4.01006842 3.05763602 9.12863255 2.51759934 5.56929684]","[7.0105648  2.19201279 4.52393341 5.30644512 3.69098616 5.56521225
 3.95246506 4.63330078 6.95083094 4.28186083 5.80080986]","[ 1.72315025  5.2355566   4.56874275  2.88960838 -1.60031319 -0.36983013
  0.05760336 -1.57566476  2.17780161 -1.76426148 -0.23151302]",['Run' 'along' 'home' 'now' 'and' 'bring' 'us' 'some' 'men' 'to' 'kill']
