id,surprisal,entropy,deviation,tokens
83,"[11.07988129  9.97379017  8.24130249  3.30079103  3.94680715  7.87230206
  0.96085453  6.41601896  4.34382296]","[6.67008591 7.24227619 5.6092701  4.90634108 5.08035564 4.84197664
 3.14434242 2.31467462 6.159307  ]","[ 0.39404202  2.73151398  2.63203239 -1.60555005 -1.1335485   3.03032541
 -2.18348789  4.10134411 -1.81548405]",['Claudia' 'still' 'teaches' 'and' 'still' 'claims' 'to' 'hate' 'it']
84,"[9.72505856 9.30046082 6.64816594 5.32307493 4.05234432 2.29305387
 1.07120371 0.61875248 7.28585529]","[6.67008591 3.3094492  3.86842823 6.06323338 5.23059559 3.73118114
 3.70635605 2.14594126 3.95515895]","[ 3.05497265  5.99101162  1.58468246 -0.74529934 -1.17825127 -1.43812728
 -2.63515234 -1.52718878  3.33069634]","['Burn' 'him' 'now,' ""don't"" 'wait' 'for' 'him' 'to' 'escape']"
85,"[6.65603739 7.47596741 2.99826598 5.15945721 5.87996387 0.98529625
 3.33544016 5.09075928 5.14123678]","[6.67008591 5.18353462 4.22069311 5.03615427 3.83661962 4.30924749
 4.23709869 1.97853506 4.82777786]","[-0.46302032  2.29243279 -1.22242713  0.12330294  2.04334426 -3.32395124
 -0.90165854  3.1122241   0.31345892]","[""Don't"" 'die' 'of' 'cold' 'before' 'you' 'die' 'in' 'battle']"
86,"[7.82850933 7.82302332 4.28196335 1.59453225 3.51608753 8.0623405
 5.77444649 1.1503073  7.82738161]","[6.67008591 5.45693636 4.93517256 3.85331273 4.18582439 4.73993206
 4.07053089 3.3837285  2.97206569]","[ 1.15842342  1.62139368 -0.65320921 -2.25878048 -0.66973686  0.22306919
  1.7039156  -2.23342133  4.85531616]","['Good' 'God,' 'if' 'you' 'are' 'watching,' 'give' 'me' 'strength']"
87,"[ 5.71849632 12.91719344  2.4426403   3.47109747  1.57446349  4.68814564
  2.57122064  3.2164712   4.52694321]","[6.67008591 5.28491449 3.11909986 5.81616831 3.1587286  6.03713799
 2.07527661 6.46973372 3.98394871]","[-0.95158958  7.62826109 -0.67645955 -2.34507084 -1.58426511 -1.34899235
  0.49594402 -3.25326252  0.5429945 ]",['He' 'heaved' 'his' 'shoulders' 'and' 'swung' 'the' 'axe' 'again']
88,"[5.71849632 2.99680495 8.71603012 9.06413555 1.73819697 9.6659708
 2.34621835 4.19518566 7.95553875]","[6.67008591 5.28491449 5.03628063 4.90019894 2.49505806 5.65096474
 4.12025499 4.48222589 6.11594534]","[-0.95158958 -2.28810954  3.67974949  4.16393661 -0.75686109  4.01500607
 -1.77403665 -0.28704023  1.83959341]",['He' 'is' 'after' 'glory' 'and' 'heads' 'for' 'his' 'hall']
89,"[5.71849632 5.99490929 8.28660393 1.34750426 0.78009683 4.58967209
 0.42979482 2.3173039  3.0353117 ]","[6.67008591 5.28491449 5.66632557 3.43308592 2.00586104 4.98553705
 2.0601933  4.67803288 5.17532682]","[-0.95158958  0.70999479  2.62027836 -2.08558178 -1.22576427 -0.39586496
 -1.63039851 -2.36072898 -2.14001513]",['He' 'just' 'wished' 'he' 'could' 'talk' 'to' 'his' 'dad']
90,"[5.71849632 9.99982929 6.38008738 4.37334919 3.45675302 0.98872924
 7.30912495 0.30850604 2.60445166]","[6.67008591 5.28491449 3.93956041 3.29241848 3.18876505 1.9019804
 5.74253368 1.3481108  2.58526421]","[-0.95158958  4.7149148   2.44052696  1.08093071  0.26798797 -0.91325116
  1.56659126 -1.03960478  0.01918745]",['He' 'lay' 'his' 'sword' 'aside' 'and' 'extended' 'his' 'hands']
91,"[5.71849632 9.16883183 1.73767567 4.19178247 2.18276525 0.69564176
 0.73722482 7.81836748 4.4040246 ]","[6.67008591 5.28491449 2.84670305 5.35860968 3.35622692 2.24873209
 1.61727631 6.43423748 4.58331203]","[-0.95158958  3.88391733 -1.10902739 -1.1668272  -1.17346168 -1.55309033
 -0.88005149  1.38413    -0.17928743]",['He' 'sighed' 'and' 'walked' 'back' 'to' 'the' 'wood' 'shop']
92,"[5.71849632 8.31693268 4.13859177 3.21601963 6.18157291 1.60300779
 0.30126318 4.74092102 2.42452383]","[6.67008591 5.28491449 3.42290354 2.8291254  4.8330965  2.020473
 1.21533275 4.76504993 2.80110168]","[-0.95158958  3.03201818  0.71568823  0.38689423  1.34847641 -0.41746521
 -0.91406953 -0.02412891 -0.37657785]",['He' 'smiled' 'when' 'she' 'let' 'out' 'a' 'big' 'yawn']
93,"[5.71849632 2.32794738 9.95670414 1.58753407 3.27126789 2.84288883
 7.63272572 0.42362729 4.12912607]","[6.67008591 5.28491449 5.85813475 2.94878364 1.47716737 5.82106781
 3.01041317 1.96581316 1.3543601 ]","[-0.95158958 -2.95696712  4.09856939 -1.36124957  1.79410052 -2.97817898
  4.62231255 -1.5421859   2.77476597]",['He' 'was' 'leaning' 'against' 'his' 'truck' 'smoking' 'a' 'joint']
94,"[4.22613811 2.93727612 4.39425659 1.97028434 3.32466578 2.61769938
 7.83004236 3.90538192 1.97561669]","[6.67008591 4.87039661 5.66968441 2.49084163 5.10665417 2.96148682
 8.28377724 5.43054533 2.88131809]","[-2.44394779 -1.93312049 -1.27542782 -0.52055728 -1.78198838 -0.34378743
 -0.45373487 -1.52516341 -0.9057014 ]",['I' 'was' 'thinking' 'of' 'getting' 'the' 'band' 'together' 'again']
95,"[4.42930794 2.1157968  2.11534071 9.39385033 8.41754484 6.25333166
 1.05168939 5.16978025 0.51387548]","[6.67008591 2.53038979 5.14470005 6.64856339 5.47718239 5.3153162
 2.72209215 2.61592984 3.56720257]","[-2.24077797 -0.41459298 -3.02935934  2.74528694  2.02048874  0.93801546
 -1.67040277  2.55385041 -3.05332708]","['It' 'is' 'a' 'narrow' 'ship,' 'much' 'like' 'our' 'own']"
96,"[ 9.34971905 11.45434666  1.42467582  8.84899521  1.20735049 10.87859154
  1.34241533  0.62026668  2.99966192]","[6.67008591 6.85691595 3.47896647 7.74112892 3.03615618 1.9280262
 3.93540144 2.15843868 4.97421169]","[ 2.67963314  4.59743071 -2.05429077  1.10786629 -1.82880569  8.95056534
 -2.59298611 -1.53817201 -1.97454977]",['Arthur' 'placed' 'the' 'bars' 'of' 'chocolate' 'on' 'the' 'counter']
97,"[ 6.66669083  9.92280579 11.02509308  1.22235239  4.69680023  5.41335869
  0.83330572  0.12057478  3.38005638]","[6.67008591 6.89380836 4.14250755 3.96439981 6.95368862 0.90468264
 2.12482929 0.46932995 3.16067886]","[-3.39508057e-03  3.02899742e+00  6.88258553e+00 -2.74204731e+00
 -2.25688839e+00  4.50867605e+00 -1.29152358e+00 -3.48755181e-01
  2.19377518e-01]",['John' 'gave' 'Bernard' 'a' 'hard' 'slap' 'on' 'the' 'head']
98,"[7.17520887 2.39688611 5.05375671 3.38893127 9.94047344 3.93727064
 0.91638982 0.43864298 1.0731709 ]","[6.67008591 4.48356247 3.52902532 1.85175443 4.6378417  4.20226097
 2.90220213 1.91060984 3.18356657]","[ 0.04769802 -2.08667636  1.5247314   1.53717685  3.83673048 -0.26499033
 -1.98581231 -1.47196686 -2.11039567]","[""Let's"" 'get' 'out' 'and' ""I'll"" 'buy' 'you' 'a' 'drink']"
99,"[ 7.17520887  4.60058498  4.24636459 12.23350906  3.75317526  2.08743668
  4.88591146  2.33681536  6.05371332]","[6.67008591 4.48356247 1.43189096 7.18316221 2.65454245 3.43191004
 5.08504295 4.32615376 3.13489866]","[ 0.04769802  0.11702251  2.81447363  5.05034685  1.09863281 -1.34447336
 -0.19913149 -1.9893384   2.91881466]","[""Let's"" 'have' 'the' 'gates' 'closed' 'and' 'go' 'home' 'early']"
100,"[ 8.04601669 13.1901474   1.33729851  7.1842823   1.40798056  3.0997467
  1.45251536  4.87652111  0.74781644]","[6.67008591 6.20798922 2.84934449 6.06963587 3.68037081 2.68427038
 4.1358552  7.48709726 1.59359658]","[ 1.37593079  6.98215818 -1.51204598  1.11464643 -2.27239037  0.41547632
 -2.68333983 -2.61057615 -0.84578013]",['Andrew' 'closed' 'the' 'office' 'door' 'on' 'the' 'way' 'out']
101,"[8.86769009e+00 1.06490402e+01 5.62622976e+00 1.77877605e+00
 3.59436870e+00 5.38060379e+00 1.97283924e-02 5.04884869e-02
 4.01571672e-03]","[6.67008591 6.71684694 4.70516062 3.1557579  0.46411771 0.52966082
 0.17003523 0.26350009 0.03915437]","[ 2.19760418  3.93219328  0.92106915 -1.37698185  3.13025093  4.85094309
 -0.15030684 -0.21301161 -0.03513865]",['Charles' 'felt' 'sick' 'to' 'the' 'pit' 'of' 'his' 'stomach']
102,"[ 8.95679474 17.26410937  2.03090191  5.76926041  3.75868034  4.64189434
  4.89202929  0.30457237  2.63360548]","[6.67008591 6.77152729 2.78607154 5.49587727 2.72170091 1.22508788
 1.5312953  0.98892224 3.46547365]","[ 2.28670883  8.85013103 -0.75516963  0.27338314  1.03697944  3.41680646
  3.36073399 -0.68434989 -0.83186817]","['Christopher' 'groaned' 'and' 'lay' 'his' 'hands' 'across' 'his'
 'stomach']"
103,"[ 9.03052902 10.70428371  5.7572217   1.6817596   0.04759913  3.25140977
  1.72164679  7.59060812  5.56235579]","[6.67008591 6.75709105 3.12226772 2.77994394 0.35713995 4.29756546
 3.23910713 5.56932116 5.82473612]","[ 2.36044312  3.94719267  2.63495398 -1.09818435 -0.30954081 -1.04615569
 -1.51746035  2.02128696 -0.27524996]",['Dave' 'kicked' 'him' 'in' 'the' 'stomach' 'and' 'Paul' 'groaned']
104,"[11.45625347  8.6206913   1.73392081  5.3830781   5.43715668  4.43186903
  1.97885275  6.15139294  6.11282921]","[6.67008591 5.9605484  2.97729969 3.84160423 2.52442074 5.66185474
 3.69060493 6.37610483 2.30480242]","[ 4.13666344  2.6601429  -1.24337888  1.54147387  2.91273594 -1.22998571
 -1.71175218 -0.22471189  3.80802679]",['Dexter' 'opened' 'his' 'letter' 'and' 'found' 'a' 'photograph' 'inside']
105,"[10.7238996   7.5378027   1.68182349  5.89477825  1.07599962  8.46870708
  0.09095599  3.20743251  8.77524757]","[6.67008591 6.47436905 3.97596502 6.09889698 2.11667347 5.47848701
 0.64862537 4.86639977 5.09018421]","[ 2.73772907  1.06343365 -2.29414153 -0.20411873 -1.04067385  2.99022007
 -0.5576694  -1.65896726  3.68506336]",['Duncan' 'took' 'a' 'breath' 'and' 'wanted' 'to' 'be' 'sick']
106,"[ 9.0142355  13.79594326  1.49298668  0.88549155  1.87836242  7.96632144
  5.77587223  2.24934459  8.9263792 ]","[6.67008591 3.94128418 2.7182436  2.86265087 2.82911205 5.87199497
 2.89367938 2.84794116 3.56019425]","[ 2.34414959  9.85465908 -1.22525692 -1.97715926 -0.95074964  1.84151649
  2.88219285 -0.59859657  5.36618519]",['Edward' 'washed' 'his' 'hands' 'and' 'flicked' 'water' 'at' 'Bob']
107,"[6.89582825 7.1157403  3.62127972 3.04455709 2.33304334 2.80030322
 1.77527773 3.03295851 4.07601166]","[6.67008591 5.24670887 4.06950474 4.62387562 4.49755096 4.14204884
 2.90811491 1.26488996 4.07377577]","[ 0.22574234  1.86903143 -0.44822502 -1.57931852 -2.16450763 -1.34174562
 -1.13283718  1.76806855  0.00223589]",['She' 'turned' 'and' 'saw' 'him' 'standing' 'in' 'her' 'path']
108,"[ 6.64001274  7.80518818  8.00400543  6.68233967  1.17547786 11.25697517
  5.82350874  5.68814659  0.9234252 ]","[6.67008591 4.70965528 3.95681262 3.38572788 2.30026579 3.88427353
 5.2972393  2.77718997 2.04222846]","[-0.03007317  3.09553289  4.04719257  3.29661179 -1.12478793  7.37270164
  0.52626944  2.91095662 -1.11880326]",['They' 'turned' 'round' 'just' 'as' 'Frankie' 'walked' 'toward' 'them']
109,"[11.30706644  0.55141288  6.44668484  9.1042366   3.77654004  2.33264875
  4.09565353  0.72505546  5.4453516 ]","[6.67008591 2.75510454 8.15154171 3.13310909 6.33181047 5.46563101
 5.5954752  2.49010301 6.54781723]","[ 0.45071411 -2.20369172 -1.70485687  5.97112751 -2.55527043 -3.13298225
 -1.49982166 -1.76504755 -1.10246563]",['Underneath' 'the' 'table' 'her' 'hand' 'was' 'gripping' 'the' 'chair']
110,"[ 7.54411316 10.14061165 11.06749535  4.77390814  0.66799426  0.02816444
 13.42566204  4.93321062  2.96076965]","[6.67008591 2.9572823  5.53967667 3.92533946 2.81620312 0.25518841
 1.16772664 5.9249239  4.47296143]","[ 0.87402725  7.18332958  5.52781868  0.84856868 -2.14820886 -0.22702396
 12.25793552 -0.99308777 -1.51219177]","['Whether' 'Peter' 'heard' 'him' 'or' 'not' 'Gabriel' ""didn't"" 'care']"
111,"[5.2905035  8.29125786 2.44309449 1.39342058 8.2277832  2.24434614
 1.74721512 2.75263596 1.84645557]","[6.67008591 3.83233929 4.91427517 4.73372364 7.22509432 3.81711769
 1.76934266 3.61642146 2.49451351]","[-1.37958241  4.45891857 -2.47118068 -3.34030294  1.00268888 -1.57277155
 -1.41722167 -0.86378551 -0.64805794]","['You' 'give' 'me' 'a' 'lead' 'and' ""I'll"" 'follow' 'it']"
112,"[ 5.70307732  2.61718798 10.24659157  4.76605892  0.84760034 10.97223091
  6.30400372  2.30877948  5.72244835  4.06201744]","[6.67008591 6.80475616 8.0071106  4.13271999 4.51329994 7.33406544
 6.89670801 4.05695295 5.76420021 2.70902944]","[-0.96700859 -4.18756819  2.23948097  0.63333893 -3.66569948  3.63816547
 -0.5927043  -1.74817348 -0.04175186  1.352988  ]",['All' 'the' 'bowls' 'from' 'the' 'empty' 'tables' 'are' 'cleared' 'up']
113,"[7.18651581 8.09660721 1.96470416 1.64776611 5.20175076 6.00026846
 1.66490078 1.1232096  3.66061187 4.0866642 ]","[6.67008591 7.55922127 4.78826427 3.86321878 5.75553894 4.07401657
 2.91620827 1.57210577 5.60996103 4.70574999]","[ 0.5164299   0.53738594 -2.82356024 -2.21545267 -0.55378819  1.92625189
 -1.25130749 -0.44889617 -1.94934916 -0.61908579]",['His' 'dark' 'hair' 'was' 'just' 'visible' 'under' 'his' 'white' 'hat']
114,"[7.18651581 8.67791176 4.52023602 2.98766637 5.5133853  0.89126259
 3.5686512  2.62897158 2.56069374 8.02919102]","[6.67008591 7.55922127 5.58244467 4.84265327 4.78842592 3.10542107
 3.14566994 4.89050579 2.24406624 5.47108936]","[ 0.5164299   1.11869049 -1.06220865 -1.85498691  0.72495937 -2.21415854
  0.42298126 -2.26153421  0.3166275   2.55810165]",['His' 'men' 'will' 'not' 'follow' 'him' 'and' 'they' 'are' 'few']
115,"[8.72295856 6.80492353 6.24877167 4.26088619 1.97957587 0.53276026
 1.59843069 6.99736786 2.59037375 6.73286295]","[6.67008591 4.06138039 2.25144076 5.30128765 3.50757647 1.31171787
 4.42385006 5.45446873 2.13600516 5.15302277]","[-2.44394779  2.74354315  3.9973309  -1.04040146 -1.52800059 -0.77895761
 -2.82619905  1.54289913  0.45436859  1.57984018]","[""I'll"" 'break' 'your' 'neck' 'if' 'you' ""don't"" 'fix' 'that' 'water']"
116,"[ 9.46215916  9.55661583 11.91888142  0.90269768  4.55853271  5.2658596
  1.43490219  2.3682189   4.67013597  5.31872272]","[6.67008591 6.90528202 3.9591248  3.57744288 6.93770599 1.00499642
 2.07710123 0.39819503 3.43606138 1.06027174]","[ 2.79207325  2.65133381  7.95975685 -2.67474508 -2.37917328  4.2608633
 -0.64219904  1.97002387  1.23407459  4.25845098]",['Ian' 'gave' 'Geoffrey' 'a' 'hard' 'slap' 'across' 'his' 'right' 'ear']
117,"[10.22442627 10.42377281  4.84878922  3.44375849  1.96679223  6.61029911
  5.33561182  5.93475628  0.87858045  6.94249249]","[6.67008591 6.58392811 3.31140375 1.75910091 2.83011341 6.16796684
 3.13960767 5.81808805 3.28291368 5.48879051]","[ 3.55434036  3.8398447   1.53738546  1.68465757 -0.86332119  0.44233227
  0.76699901  0.11666822 -2.40433311  1.45370197]","['Jake' 'smiled' 'again' 'at' 'his' 'baby' 'daughter,' 'she' 'was'
 'perfect']"
118,"[ 9.19864845 11.63823128  2.11204076  4.18522882  5.23711157  1.05826712
  6.01941299  0.79739338  6.13093901]","[6.67008591 5.23480701 4.3403244  6.68831158 0.64515376 3.41365743
 6.39215565 2.89052868 4.74110794]","[ 2.52856255  6.40342426 -2.22828364 -2.50308275  4.59195805 -2.35539031
 -0.37274265 -2.09313536  1.38983107]",['Jimmy' 'liked' 'the' 'fact' 'they' 'were' 'calling' 'him' 'Jim']
119,"[ 8.63119316 15.78325135  1.96359658  5.10320425  0.62623119 10.55603901
  2.27197552  1.54820776  0.27470136  2.89120674]","[6.67008591 7.05304146 3.47285223 5.83529997 1.87711644 2.09282112
 3.2399652  2.3451035  0.92546535 3.46656108]","[ 1.96110725  8.08675385 -1.50925565 -0.73209572 -1.25088525  8.06529522
 -0.96798968 -0.79689574 -0.65076399 -0.57535434]","['Brian' 'sniffed' 'and' 'wiped' 'his' 'grubby' 'hand' 'across' 'his'
 'nose']"
120,"[ 8.93114185 11.03787041  5.25121546  2.58631063  2.77372289  9.58543301
  6.40904427  3.16841412  0.72768909  0.476134  ]","[6.67008591 4.67002773 3.06356716 4.74298668 3.91506815 5.29367256
 5.59449434 3.12166786 2.04863977 1.63522744]","[ 2.26105595  6.36784267  2.1876483  -2.15667605 -1.14134526  4.29176044
  0.81454992  0.04674625 -1.32095075 -1.15909338]",['Phil' 'let' 'him' 'go' 'and' 'Charlie' 'fell' 'to' 'the' 'ground']
121,"[ 6.71778393  1.91688132 11.36982918  4.39193916  5.70465922  3.96718454
  4.64602041  2.62162018  0.8959142   1.90042627]","[6.67008591 1.82268953 4.07559776 4.6677599  5.58460903 3.62110138
 4.13118601 2.92254782 2.59472013 3.87594199]","[ 0.04769802  0.09419179  7.29423141 -0.27582073 -2.11556506  0.34608316
  0.5148344  -0.30092764 -1.69880593 -1.97551572]","['Let' 'me' 'through' 'and' ""you'll"" 'hear' 'nothing' 'more' 'of' 'it']"
122,"[8.43427086e+00 7.36465549e+00 1.06727672e+00 5.37137318e+00
 1.86215329e+00 4.17880440e+00 4.51763058e+00 7.75547624e-01
 1.94955443e-03 1.07063162e+00]","[6.67008591 4.76538849 4.04374599 6.42651176 3.27133703 5.65927792
 4.93536663 1.58414948 0.0241152  4.28462219]","[ 1.76418495  2.59926701 -2.97646928 -1.05513859 -1.40918374 -1.48047352
 -0.41773605 -0.80860186 -0.02216565 -3.21399069]",['Men' 'could' 'be' 'paid' 'to' 'do' 'all' 'sorts' 'of' 'things']
123,"[10.94712663  8.56954861  6.05525494  6.76229811  0.07567976  1.99655819
  0.10661227 12.36662579  0.55900002  8.29454708]","[6.67008591 6.1841526  3.14574337 4.64927483 0.41029564 2.07747507
 0.73811126 2.60369444 1.8305397  5.95958614]","[ 3.50875282  2.385396    2.90951157  2.11302328 -0.33461589 -0.08091688
 -0.63149899  9.76293182 -1.27153969  2.33496094]",['Gilbert' 'sat' 'as' 'still' 'as' 'he' 'could' 'nursing' 'his' 'lip']
124,"[11.0180124  12.16027832  1.88691306  4.73463202  0.20170197  4.48701048
  4.52926683  0.12448972  0.34194365  0.98857105]","[6.67008591 6.3253603  2.74561739 5.32772589 1.01454151 5.28224707
 3.36012626 0.70427775 1.38085043 4.63155365]","[ 3.2712059   5.83491802 -0.85870433 -0.59309387 -0.81283951 -0.79523659
  1.16914058 -0.57978803 -1.03890681 -3.64298248]",['Jacques' 'sighed' 'and' 'tried' 'to' 'move' 'out' 'of' 'the' 'way']
125,"[ 9.46211052  8.84980106  1.54977345  8.40365219  3.78995991 11.36723328
  4.19547176  0.61797595  0.49687409  4.60479736]","[6.67008591 6.05067778 3.89380407 5.72064447 0.93146318 5.42139912
 5.45222569 1.90270519 1.55027068 6.16387081]","[ 2.79202461  2.79912329 -2.34403062  2.68300772  2.85849667  5.94583416
 -1.25675392 -1.28472924 -1.05339658 -1.55907345]",['Jamie' 'took' 'a' 'cigarette' 'and' 'Andy' 'gave' 'him' 'a' 'light']
126,"[ 9.55796719 10.98363781  1.74444294  0.48906317  3.3160758   1.87074244
  7.56164217  0.76740706  9.00114155  0.7171765 ]","[6.67008591 6.65005875 3.60473156 2.34827638 6.00781536 2.74296379
 5.02453899 1.62799096 5.49635601 2.62229609]","[ 2.88788128  4.33357906 -1.86028862 -1.85921323 -2.69173956 -0.87222135
  2.53710318 -0.8605839   3.50478554 -1.90511966]","['Joseph' 'walked' 'into' 'the' 'office' 'and' 'removed' 'his' 'flat'
 'cap']"
127,"[6.89582825 5.7040391  4.67129993 1.39950252 5.04854822 9.98734951
 0.93092108 2.98592901 0.31120116 3.37898326]","[6.67008591 5.24670887 5.08252001 4.24796915 6.35873032 4.16469574
 3.16993761 4.35641193 1.68512881 4.80145359]","[ 0.22574234  0.45733023 -0.41122007 -2.84846663 -1.31018209  5.82265377
 -2.23901653 -1.37048292 -1.37392759 -1.42247033]",['She' 'would' 'soon' 'be' 'found' 'if' 'she' 'tried' 'to' 'hide']
128,"[2.47909141 9.22636795 8.09525967 3.14522505 1.33026469 5.72141218
 2.53610802 1.85974169 0.26019219 3.59961104]","[6.67008591 8.37794495 5.66171217 4.21644402 2.90210772 5.60423136
 3.32023478 3.17672205 1.13485825 6.26901388]","[-4.19099426  0.848423    2.4335475  -1.07121897 -1.57184303  0.11718082
 -0.78412676 -1.31698036 -0.87466609 -2.66940284]",['The' 'brothers' 'stood' 'up' 'and' 'came' 'down' 'from' 'the' 'platform']
129,"[ 8.86565781  5.88983011 13.63168955  6.47329569  2.22765493  0.77582979
  2.28023887  6.30296534  4.19564629  1.17889142  5.97012043]","[6.67008591 6.38717031 5.78021765 5.3103075  3.66340637 3.68595695
 2.66493607 3.4724021  1.65181279 4.17269897 6.27767611]","[ 2.1955719  -0.4973402   1.70283651  1.16298819 -1.43575144 -2.91012716
 -0.3846972   2.46781874  2.54383349 -2.99380755 -0.30755568]","['Anthony' 'was' 'approached,' 'just' 'as' 'he' 'had' 'predicted,' 'in'
 'the' 'park']"
130,"[ 7.47861958  4.03154278  9.64270973  5.89338493  2.40907431  1.82899785
 14.22621918  9.16070461  3.6809752   4.63098717  4.99354792]","[6.67008591 5.09402037 4.30825615 5.66673613 3.15241551 4.10741043
 1.89830804 4.23499107 1.41067517 6.75955582 3.4231329 ]","[ 0.80853367 -1.06247759  5.33445358  0.22664881 -0.74334121 -2.27841258
 12.32791138  4.92571354  2.27029991 -2.12856865  1.57041502]","['Despite' 'what' 'Frank' 'had' 'told' 'her' 'Ellen' 'thanked' 'the'
 'young' 'soldier']"
131,"[5.71849632 5.98163986 9.35492611 5.76793766 3.91769218 7.06846046
 7.64006472 1.43385732 3.03534102 7.51763725 4.95222044]","[6.67008591 5.28491449 4.01981783 2.7575388  4.84523582 4.64722776
 4.51559544 3.03004789 2.97548532 3.65078306 3.20328403]","[-0.95158958  0.69672537  5.33510828  3.01039886 -0.92754364  2.4212327
  3.12446928 -1.59619057  0.0598557   3.86685419  1.74893641]","['He' 'called' 'earlier' 'and' 'I' 'already' 'arranged' 'to' 'go'
 'swimming' 'tomorrow']"
132,"[5.71849632 7.35574341 2.57515073 3.45650816 6.1304307  2.44520736
 4.01016045 2.88578272 2.54581761 0.53226256 5.79975033]","[6.67008591 5.28491449 4.40384197 6.25712013 3.66521978 3.44774008
 5.6753521  3.48149347 1.54719412 2.10443735 6.46480465]","[-0.95158958  2.07082891 -1.82869124 -2.80061197  2.46521091 -1.00253272
 -1.66519165 -0.59571075  0.99862349 -1.57217479 -0.66505432]","['He' 'drove' 'his' 'truck' 'home' 'and' 'walked' 'down' 'to' 'the'
 'village']"
133,"[5.71849632 7.25964451 2.12018538 5.9044385  5.67721081 1.91029596
 4.05118656 2.39638662 3.97306108 0.0928657  1.96459246]","[6.67008591 5.28491449 3.91704416 5.22308922 2.85187674 2.57743573
 5.52583408 5.15185404 3.31684399 0.4872897  2.54694414]","[-0.95158958  1.97473001 -1.79685879  0.68134928  2.82533407 -0.66713977
 -1.47464752 -2.75546741  0.6562171  -0.39442399 -0.58235168]","['He' 'held' 'his' 'mother' 'tight' 'and' 'she' 'cried' 'into' 'his'
 'chest']"
134,"[5.71849632 5.3055439  1.71833348 1.54308701 6.37545872 1.35767651
 4.50196457 2.43463659 2.46803856 0.23868717 1.47298336]","[6.67008591 5.28491449 3.33348703 5.44500637 7.52428389 2.6749866
 5.02649164 3.17715979 2.92084312 1.21602869 3.79140925]","[-0.95158958  0.02062941 -1.61515355 -3.90191936 -1.14882517 -1.31731009
 -0.52452707 -0.74252319 -0.45280457 -0.97734153 -2.31842589]",['He' 'went' 'to' 'the' 'door' 'and' 'walked' 'out' 'of' 'the' 'room']
135,"[7.18651581 8.99047661 1.68220198 6.82366371 4.40070915 1.84516358
 4.66139936 1.57546139 5.97729588 2.73421478 0.60835469]","[6.67008591 7.55922127 4.94051647 6.26625061 3.0745635  4.4580822
 4.37854052 3.39321923 3.69817686 3.78935814 3.5416398 ]","[ 0.5164299   1.43125534 -3.25831461  0.5574131   1.32614565 -2.61291862
  0.28285885 -1.81775784  2.27911901 -1.05514336 -2.93328524]","['His' 'helmet' 'was' 'lost' 'but' 'he' 'could' 'still' 'do' 'some'
 'damage']"
136,"[ 8.80196095  9.78071213 10.72787666  2.24858522  3.69367002  5.47421551
  2.80969834  8.43783188  0.21279924  0.02602835  7.12772942]","[6.67008591 5.30567122 5.57044125 3.63432217 2.6172471  5.11463451
 4.34952545 6.10195255 1.09351289 0.19839595 4.70928574]","[ 2.13187504  4.47504091  5.15743542 -1.38573694  1.07532096  0.35958099
 -1.53982711  2.33587933 -0.88071364 -0.1723676   2.41844368]","['Ken' 'just' 'hoped' 'he' ""wasn't"" 'taking' 'his' 'temper' 'out' 'on'
 'Chris']"
137,"[9.46244466e+00 1.36991253e+01 2.57386708e+00 1.60275316e+00
 1.21281799e-02 1.19783960e-01 8.10760736e-01 1.51559496e+00
 7.99729061e+00 1.36674717e-01 4.94690388e-02]","[6.67008591 6.26217842 2.04961157 6.02664423 0.12061997 0.60382789
 1.68764329 2.80822396 5.29985142 0.78112042 0.42564279]","[ 1.17822266  7.43694687  0.52425551 -4.42389107 -0.10849179 -0.48404393
 -0.87688255 -1.292629    2.69743919 -0.64444572 -0.37617373]","['Lawrence' 'rubbed' 'the' 'back' 'of' 'his' 'neck' 'and' 'hung' 'his'
 'head']"
138,"[10.43778706  7.75636387  1.15537405  3.81326103 14.50274944  6.36980534
  1.55435634  1.997154    0.21352302  0.29605851  2.8896184 ]","[6.67008591 5.50538349 3.04433227 1.45664716 5.37191916 6.02626801
 2.50506258 3.42709064 1.08640385 1.30088937 3.52813053]","[ 3.76770115  2.25098038 -1.88895822  2.35661387  9.13083076  0.34353733
 -0.95070624 -1.42993665 -0.87288082 -1.00483084 -0.63851213]",['Lewis' 'sat' 'down' 'and' 'Lucy' 'laid' 'her' 'hand' 'on' 'his' 'cheek']
139,"[ 8.77987003 12.10834026  5.85128164  0.26652679  0.76373845  3.42032886
  0.50355858  1.31612492  1.82301331  0.03743817  0.2762678 ]","[6.67008591 6.50638771 3.59451056 1.26325202 4.34383249 2.72858953
 2.41827416 3.62880087 3.48340678 0.19548775 0.63264078]","[ 2.10978413  5.60195255  2.25677109 -0.9967252  -3.5800941   0.69173932
 -1.91471553 -2.31267595 -1.66039348 -0.15804958 -0.35637298]","['Matthew' 'stood' 'against' 'the' 'wall' 'with' 'his' 'hands' 'behind'
 'his' 'back']"
